ML Catalog Number	Format	Common Name	Scientific Name	Background Species	Caption	Recordist	Date	Year	Month	Day	Time	Country	Country-State-County	State	County	Locality	Latitude	Longitude	Age/Sex	Behaviors	Playback	Captive	Collected	Specimen ID	Home Archive Catalog Number	Recorder	Microphone	Accessory	Partner Institution	eBird Checklist ID	Unconfirmed	Air Temp(¡C)	Water Temp(¡C)	Media notes	Observation Details	Parent Species	eBird Species Code	Taxon Category	Taxonomic Sort	Recordist 2	Average Community Rating	Number of Ratings	Asset Tags	Original Image Height	Original Image Width
646516207	Photo	Gray-crowned Babbler	Pomatostomus temporalis			Denis Rivard	2025-11-10	2025	11	10	950	Australia	AU-NSW-CON	New South Wales	Conargo	Pretty Pine	-35.38457	144.86846			Unspecified	FALSE	FALSE							S283802736						Pomatostomus temporalis	gycbab1	Species	18504		0	0		1687	3000
79643501	Photo	Gray-crowned Yellowthroat	Geothlypis poliocephala			Denis Rivard	2017-12-21	2017	12	21	704	Mexico	MX-YUC-096	Yucatn	Tizimn	(21.4350,-87.7616)	21.435042	-87.761553	Adult		Unspecified	FALSE	FALSE							S41227147						Geothlypis poliocephala	gycyel	Species	33992		3.67	3		563	1000
76289111	Photo	Great Egret (modesta)	Ardea alba modesta			Denis Rivard	2017-10-12	2017	10	12	945	Australia	AU-NSW-SUT	New South Wales	Sutherland Shire	Royal National Park--Cabbage Tree Basin	-34.08625	151.12994			Unspecified	FALSE	FALSE							S39855631						Ardea alba	greegr3	Group	7733		1	1		200	640
128412861	Photo	Heermann's Gull	Larus heermanni			Denis Rivard	2013-10-12	2013	10	12	1614	United States	US-CA-073	California	San Diego	I5 Lookout	33.323618	-117.486097	Adult		Unspecified	FALSE	FALSE							S15388731				Winter adult plumage		Larus heermanni	heegul	Species	6512		0	0		754	1024
646593864	Photo	Hooded Robin	Melanodryas cucullata			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Melanodryas cucullata	hoorob1	Species	21834		5	1		1688	3000
646555026	Photo	Hooded Robin	Melanodryas cucullata			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Melanodryas cucullata	hoorob1	Species	21834		0	0		1687	3000
646519253	Photo	Horsfield's Bronze-Cuckoo	Chalcites basalis			Denis Rivard	2025-11-10	2025	11	10	1642	Australia	AU-NSW-CON	New South Wales	Conargo	Eight Mile Creek at Wanganella	-35.2454675	144.829078			Unspecified	FALSE	FALSE							S283856305						Chalcites basalis	hobcuc1	Species	3315		3	1		1687	3000
640588336	Photo	Hudsonian Whimbrel	Numenius hudsonicus			Denis Rivard	2025-08-16	2025	8	16	801	Canada	CA-QC-BA	Quebec	Les Basques	Rocher Basile	48.1040945	-69.2233276			Unspecified	FALSE	FALSE							S267574808						Numenius hudsonicus	whimbr3	Group	6011		0	0		1688	3000
612426856	Photo	Hudsonian Whimbrel	Numenius hudsonicus			Denis Rivard	2023-12-05	2023	12	5	743	Costa Rica	CR-P	Puntarenas		Trcoles--Tour en Bote	9.7797727	-84.6263429			Unspecified	FALSE	FALSE							S155792383						Numenius hudsonicus	whimbr3	Group	6011		3	1		1688	3000
502697631	Photo	Hudsonian Whimbrel	Numenius hudsonicus			Denis Rivard	2017-12-21	2017	12	21	955	Mexico	MX-YUC-061	Yucatn	Ro Lagartos	Reserva de la Biosfera Ra Lagartos	21.5923797	-88.185432			Unspecified	FALSE	FALSE							S41233191						Numenius hudsonicus	whimbr3	Group	6011		0	0		1694	3011
124714131	Photo	Hudsonian Whimbrel	Numenius hudsonicus			Denis Rivard	2018-10-26	2018	10	26	1538	United States	US-CA-053	California	Monterey	Moss Landing--Jetty Road, north jetty & State Beach	36.8151691	-121.7900355	Adult		Unspecified	FALSE	FALSE							S49481151						Numenius hudsonicus	whimbr3	Group	6011		0	0		1125	2000
128411771	Photo	Hutton's Vireo	Vireo huttoni			Denis Rivard	2013-10-14	2013	10	14	906	United States	US-CA-073	California	San Diego	Balboa Park--general area	32.7351597	-117.1457885	Adult		Unspecified									S15405311						Vireo huttoni	hutvir	Species	19204		3	1	Watermark	682	1024
77068161	Photo	Iceland Gull	Larus glaucoides			Denis Rivard	2017-12-02	2017	12	2	1415	Canada	CA-ON-OT	Ontario	Ottawa	Ottawa--Andrew Haydon Park	45.3504563	-75.818882	Immature		Unspecified	FALSE	FALSE							S40877543						Larus glaucoides	y00478	Species	6606		1.5	2		360	640
646595192	Photo	Latham's Snipe	Gallinago hardwickii			Denis Rivard	2025-11-11	2025	11	11	1654	Australia	AU-VIC-IND	Victoria	Indigo	Lake King, Rutherglen	-36.0550631	146.4568801			Unspecified	FALSE	FALSE							S283959490						Gallinago hardwickii	latsni1	Species	6094		0	0		1688	3000
563204381	Photo	Lesser Striped Swallow	Cecropis abyssinica			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Cecropis abyssinica	lessts1	Species	24254		3.5	2		1687	3000
646979043	Photo	Lewin's Rail	Lewinia pectoralis			Denis Rivard	2025-11-23	2025	11	23	1520	Australia	AU-TAS-KIN	Tasmania	Kingborough	Rotary Centennial Park (Kingston Beach)	-42.97834	147.324			Unspecified	FALSE	FALSE							S285703468						Lewinia pectoralis	lewrai1	Species	5339		0	0		1687	3000
646488384	Photo	Little Eagle	Hieraaetus morphnoides			Denis Rivard	2025-11-10	2025	11	10	942	Australia	AU-NSW-CON	New South Wales	Conargo	Cobb Highway at Mavers Lane, Deniliquin area	-35.4719946	144.945631	Juvenile Ð 1		Unspecified	FALSE	FALSE							S283802785						Hieraaetus morphnoides	liteag1	Species	8048		0	0		1688	3000
646471803	Photo	Little Friarbird	Philemon citreogularis			Denis Rivard	2025-11-09	2025	11	9	1748	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Island Sanctuary, Deniliquin	-35.5329896	144.9683785			Unspecified	FALSE	FALSE							S283628839						Philemon citreogularis	litfri1	Species	18181		0	0		1688	3000
626570058	Photo	Little Heron	Butorides atricapilla			Denis Rivard	2024-11-17	2024	11	17	745	Madagascar	MG-T	Antananarivo		Parc de Tsarasaotra (Lac Alarobia)	-18.8678789	47.5177087			Unspecified	FALSE	FALSE							S202747664						Butorides atricapilla	strher1	Group	7673		3	1		1688	3000
529819831	Photo	Little Heron	Butorides atricapilla			Denis Rivard	2014-10-08	2014	10	8	1000	Botswana	BW-NW	North-West		Kasane--town	-17.7905354	25.1689911			Unspecified	FALSE	FALSE							S20614376						Butorides atricapilla	strher1	Group	7673		0	0		1687	3000
646697374	Photo	Magpie Goose	Anseranas semipalmata			Denis Rivard	2025-11-14	2025	11	14	1221	Australia	AU-VIC-GGE	Victoria	Greater Geelong	Serendip Sanctuary	-38.0052428	144.4125366			Unspecified	FALSE	FALSE							S284346430						Anseranas semipalmata	maggoo1	Species	236		0	0		1688	3000
626725961	Photo	Malagasy Paradise-Flycatcher (Malagasy)	Terpsiphone mutata [mutata Group]			Denis Rivard	2024-11-12	2024	11	12	849	Madagascar	MG-U	Toliara		Zombitse-Vohibasia NP	-22.8856644	44.6918678	Adult Male Ð 1		Unspecified	FALSE	FALSE							S202235771						Terpsiphone mutata	madpaf1	Group	20754		4.67	3		3000	1688
646453669	Photo	Malleefowl	Leipoa ocellata			Denis Rivard	2025-11-08	2025	11	8	1953	Australia	AU-VIC-MIL	Victoria	Mildura	Hopetoun Walpeup Rd at -35.30639, 142.17528	-35.30639	142.17528			Unspecified	FALSE	FALSE							S283415663						Leipoa ocellata	mallee1	Species	814		5	1		1687	3000
79570781	Photo	Mangrove Yellow Warbler (Cozumel)	Setophaga petechia rufivertex			Denis Rivard	2017-12-18	2017	12	18	847	Mexico	MX-ROO-002	Quintana Roo	Cozumel	El Cedral (Pueblo)	20.3690898	-86.9935226	Adult Male		Unspecified	FALSE	FALSE							S41173836						Setophaga petechia	yelwar22	Group	34112		3	2		563	1000
467489401	Photo	Mangrove Yellow Warbler (Mexican)	Setophaga petechia [castaneiceps Group]			Denis Rivard	2022-06-14	2022	6	14	1445	Costa Rica	CR-P	Puntarenas		Trcoles--Tour en Bote	9.7797727	-84.6263429			Unspecified	FALSE	FALSE							S112965518					Male and female ( mangrove type)	Setophaga petechia	maywar2	Group	34098		5	1		1858	3303
550414331	Photo	Marico Sunbird	Cinnyris mariquensis			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Cinnyris mariquensis	marsun2	Species	30393		4	1		1688	3000
531459491	Photo	Marico Sunbird	Cinnyris mariquensis			Denis Rivard	2014-09-24	2014	9	24	700	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20314308						Cinnyris mariquensis	marsun2	Species	30393		3	1		1688	3000
646418080	Photo	Masked Woodswallow	Artamus personatus			Denis Rivard	2025-11-08	2025	11	8	837	Australia	AU-VIC-MIL	Victoria	Mildura	Yarrara Flora and Fauna Reserve	-34.4111726	141.425457			Unspecified	FALSE	FALSE							S283358920						Artamus personatus	maswoo1	Species	19749		0	0		1687	3000
646554012	Photo	Mistletoebird	Dicaeum hirundinaceum			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Dicaeum hirundinaceum	mistle1	Species	30117		0	0		1688	3000
646414514	Photo	Mulga Parrot	Psephotellus varius			Denis Rivard	2025-11-07	2025	11	7	1250	Australia	AU-VIC-MIL	Victoria	Mildura	Murray-Sunset National Park--Millewa South Bore Track at Pheenys Track	-34.7042226	141.0623235			Unspecified	FALSE	FALSE							S283230168						Psephotellus varius	mulpar1	Species	12517		0	0		1687	3000
646750926	Photo	Musk Duck	Biziura lobata			Denis Rivard	2025-11-16	2025	11	16	653	Australia	AU-VIC-GGE	Victoria	Greater Geelong	Beach Rd, Point Wilson	-38.0270672	144.5625687			Unspecified	FALSE	FALSE							S284648976						Biziura lobata	musduc1	Species	789		0	0		1687	3000
646611070	Photo	Nankeen Night Heron	Nycticorax caledonicus			Denis Rivard	2025-11-12	2025	11	12	1233	Australia	AU-VIC-IND	Victoria	Indigo	Chiltern-Mt Pilot National Park--Chiltern Valley #1 Dam	-36.1561722	146.5764999			Unspecified	FALSE	FALSE							S284079402						Nycticorax caledonicus	runher1	Species	7610		0	0		1687	3000
646610403	Photo	Olive-backed Oriole	Oriolus sagittatus			Denis Rivard	2025-11-12	2025	11	12	1210	Australia	AU-VIC-IND	Victoria	Indigo	Chiltern I85 Bushland Reserve	-36.145844	146.594602			Unspecified	FALSE	FALSE							S284077440						Oriolus sagittatus	olbori1	Species	19604		4	1		1688	3000
646489019	Photo	Painted Honeyeater	Grantiella picta			Denis Rivard	2025-11-10	2025	11	10	950	Australia	AU-NSW-CON	New South Wales	Conargo	Pretty Pine	-35.38457	144.86846			Unspecified	FALSE	FALSE							S283802736						Grantiella picta	paihon1	Species	18179		4	1		1688	3000
646488797	Photo	Painted Honeyeater	Grantiella picta			Denis Rivard	2025-11-10	2025	11	10	950	Australia	AU-NSW-CON	New South Wales	Conargo	Pretty Pine	-35.38457	144.86846			Unspecified	FALSE	FALSE							S283802736						Grantiella picta	paihon1	Species	18179		3	1		1688	3000
473592171	Photo	Pale-mandibled Aracari (Pale-billed)	Pteroglossus erythropygius erythropygius			Denis Rivard	2019-04-05	2019	4	5	1058	Ecuador	EC-P	Pichincha		Tandayapa--San Jorge Tandayapa	0.0101173	-78.676545			Unspecified	FALSE	FALSE							S54584423						Pteroglossus erythropygius	colara5	Group	10891		0	0		4258	7569
70136741	Photo	Parasitic Jaeger	Stercorarius parasiticus			Denis Rivard	2017-09-27	2017	9	27	1556	Canada	CA-ON-OT	Ontario	Ottawa	Ottawa--Andrew Haydon Park	45.3504563	-75.818882			Unspecified	FALSE	FALSE							S39425818					See on water and in flight chasing a gull.	Stercorarius parasiticus	parjae	Species	6361		3.5	2		587	1044
646543125	Photo	Peaceful Dove	Geopelia placida			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Geopelia placida	peadov1	Species	2233		0	0		1688	3000
531175931	Photo	Pearl-spotted Owlet	Glaucidium perlatum			Denis Rivard	2014-10-16	2014	10	16	700	Botswana	BW-NW	North-West		Okavango Delta--Moremi GR (Please use more specific locations)	-19.2742025	23.1948853			Unspecified	FALSE	FALSE							S20697126						Glaucidium perlatum	pesowl1	Species	9007		3	1		1688	3000
646988175	Photo	Pied Cormorant	Phalacrocorax varius			Denis Rivard	2025-11-25	2025	11	25	1409	Australia	AU-NSW-MAN	New South Wales	Manly	Shelly Beach and headland (Manly)	-33.7999199	151.298325			Unspecified	FALSE	FALSE							S286035363						Phalacrocorax varius	piecor1	Species	7414		0	0		1688	3000
646542209	Photo	Plains-wanderer	Pedionomus torquatus			Denis Rivard						Australia	AU-NSW-CON	New South Wales	Conargo						Unspecified	FALSE	FALSE													Pedionomus torquatus	plawan1	Species	5966		3	1		2250	3000
646980685	Photo	Powerful Owl	Ninox strenua			Denis Rivard	2025-11-24	2025	11	24	1644	Australia	AU-NSW-SYD	New South Wales	Sydney	Royal Botanic Gardens (Sydney)	-33.8638957	151.2167577			Unspecified	FALSE	FALSE							S285898510						Ninox strenua	powowl1	Species	9323		0	0		1688	3000
646490602	Photo	Purple-backed Fairywren	Malurus assimilis			Denis Rivard	2025-11-10	2025	11	10	950	Australia	AU-NSW-CON	New South Wales	Conargo	Pretty Pine	-35.38457	144.86846			Unspecified	FALSE	FALSE							S283802736						Malurus assimilis	varfai1	Species	17654		3	1		1688	3000
646413902	Photo	Rainbow Bee-eater	Merops ornatus			Denis Rivard	2025-11-07	2025	11	7	1250	Australia	AU-VIC-MIL	Victoria	Mildura	Murray-Sunset National Park--Millewa South Bore Track at Pheenys Track	-34.7042226	141.0623235			Unspecified	FALSE	FALSE							S283230168						Merops ornatus	rabeat1	Species	9828		0	0		1688	3000
646413702	Photo	Rainbow Bee-eater	Merops ornatus			Denis Rivard	2025-11-07	2025	11	7	1250	Australia	AU-VIC-MIL	Victoria	Mildura	Murray-Sunset National Park--Millewa South Bore Track at Pheenys Track	-34.7042226	141.0623235			Unspecified	FALSE	FALSE							S283230168						Merops ornatus	rabeat1	Species	9828		0	0		1688	3000
646416708	Photo	Red-backed Kingfisher	Todiramphus pyrrhopygius			Denis Rivard	2025-11-07	2025	11	7	1805	Australia	AU-SA-REN	South Australia	Renmark Paringa	Disher Creek	-34.2340866	140.6969261			Unspecified	FALSE	FALSE							S283240501						Todiramphus pyrrhopygius	rebkin2	Species	10123		0	0		1688	3000
563495341	Photo	Red-billed Oxpecker	Buphagus erythroryncha			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Buphagus erythroryncha	reboxp1	Species	27680		4.5	2		1688	3000
125949611	Photo	Red-breasted Sapsucker	Sphyrapicus ruber			Denis Rivard	2018-11-15	2018	11	15	1011	United States	US-CA-097	California	Sonoma	Sonoma Botanical Garden	38.3750725	-122.5079441	Adult		Unspecified	FALSE	FALSE							S49953958						Sphyrapicus ruber	rebsap	Species	11130		4	2		2000	1600
646487961	Photo	Red-capped Robin	Petroica goodenovii			Denis Rivard	2025-11-10	2025	11	10	726	Australia	AU-NSW-MUR	New South Wales	Murray	Murray Valley National Park--Gulpa Island	-35.74837	144.92858			Unspecified	FALSE	FALSE							S283784029						Petroica goodenovii	recrob1	Species	21747		0	0		1687	3000
646401663	Photo	Red-capped Robin	Petroica goodenovii			Denis Rivard	2025-11-06	2025	11	6	1522	Australia	AU-SA-MID	South Australia	Mid Murray	Whitedam Conservation Park, Maude AU-SA -33.92653, 139.49638	-33.92653	139.496378			Unspecified	FALSE	FALSE							S283077148						Petroica goodenovii	recrob1	Species	21747		0	0		1688	3000
646401411	Photo	Red-capped Robin	Petroica goodenovii			Denis Rivard	2025-11-06	2025	11	6	1522	Australia	AU-SA-MID	South Australia	Mid Murray	Whitedam Conservation Park, Maude AU-SA -33.92653, 139.49638	-33.92653	139.496378			Unspecified	FALSE	FALSE							S283077148						Petroica goodenovii	recrob1	Species	21747		0	0		1687	3000
563215831	Photo	Red-headed Weaver	Anaplectes rubriceps			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758	Adult Female Ð 1		Unspecified	FALSE	FALSE							S20351042						Anaplectes rubriceps	rehwea1	Species	30754		2	1		1688	3000
531590881	Photo	Red-headed Weaver	Anaplectes rubriceps			Denis Rivard	2014-09-25	2014	9	25	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758	Adult Male Ð 1		Unspecified	FALSE	FALSE							S20317879						Anaplectes rubriceps	rehwea1	Species	30754		0	0		1688	3000
70135381	Photo	Red-necked Grebe	Podiceps grisegena			Denis Rivard	2017-09-27	2017	9	27	1556	Canada	CA-ON-OT	Ontario	Ottawa	Ottawa--Andrew Haydon Park	45.3504563	-75.818882			Unspecified	FALSE	FALSE							S39425818						Podiceps grisegena	rengre	Species	6869		3.5	2		845	1502
531440091	Photo	Red-winged Starling	Onychognathus morio			Denis Rivard	2014-09-23	2014	9	23	1600	South Africa	ZA-MP	Mpumalanga		Dullstroom Nature Reserve	-25.4074659	30.1071317			Unspecified	FALSE	FALSE							S20310028						Onychognathus morio	rewsta1	Species	27911		5	1		1688	3000
419277831	Photo	Redpoll (Common)	Acanthis flammea flammea/rostrata/islandica			Denis Rivard	2022-02-23	2022	2	23	945	Canada	CA-ON-OT	Ontario	Ottawa	Rideau Forest	45.228207	-75.637416			Unspecified	FALSE	FALSE							S103565784						Acanthis flammea	comred	Species	32484		5	1		2700	4800
417305621	Photo	Redpoll (Common)	Acanthis flammea flammea/rostrata/islandica			Denis Rivard	2022-02-18	2022	2	18	1155	Canada	CA-ON-OT	Ontario	Ottawa	Rideau Forest	45.228207	-75.637416			Unspecified	FALSE	FALSE							S102880065						Acanthis flammea	comred	Species	32484		0	0		2700	4800
410866401	Photo	Redpoll (Common)	Acanthis flammea flammea/rostrata/islandica			Denis Rivard	2022-01-26	2022	1	26	1331	Canada	CA-QC-PP	Quebec	Papineau	Centre touristique du Lac-Simon	46.008096	-75.091586			Unspecified	FALSE	FALSE							S101487138						Acanthis flammea	comred	Species	32484		5	2		2250	4000
646366563	Photo	Redthroat	Pyrrholaemus brunneus			Denis Rivard	2025-11-06	2025	11	6	828	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Ikara-Flinders Ranges National Park--Arkaroo Rock	-31.6114909	138.6369166			Unspecified	FALSE	FALSE							S283067524						Pyrrholaemus brunneus	redthr1	Species	18255		0	0		1687	3000
646366262	Photo	Redthroat	Pyrrholaemus brunneus			Denis Rivard	2025-11-06	2025	11	6	828	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Ikara-Flinders Ranges National Park--Arkaroo Rock	-31.6114909	138.6369166			Unspecified	FALSE	FALSE							S283067524						Pyrrholaemus brunneus	redthr1	Species	18255		0	0		1687	3000
646429005	Photo	Regent Parrot	Polytelis anthopeplus			Denis Rivard	2025-11-08	2025	11	8	1126	Australia	AU-VIC-MIL	Victoria	Mildura	Hattah-Kulkyne National Park--Lake Hattah Campground	-34.753264	142.343776			Unspecified	FALSE	FALSE							S283380447						Polytelis anthopeplus	regpar1	Species	12261		0	0		1687	3000
550406411	Photo	Retz's Helmetshrike	Prionops retzii			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Prionops retzii	rethel1	Species	19920		5	1		1687	3000
646474248	Photo	Rock Pigeon (Feral Pigeon)	Columba livia (Feral Pigeon)			Denis Rivard	2025-11-09	2025	11	9	1748	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Island Sanctuary, Deniliquin	-35.5329896	144.9683785			Unspecified	FALSE	FALSE							S283628839						Columba livia	rocpig1	Domestic	1868		0	0		1688	3000
646543712	Photo	Rufous Whistler	Pachycephala rufiventris			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Pachycephala rufiventris	rufwhi1	Species	19558		3	1		1688	3000
646430491	Photo	Rufous Whistler	Pachycephala rufiventris			Denis Rivard	2025-11-08	2025	11	8	1252	Australia	AU-VIC-MIL	Victoria	Mildura	Hattah-Kulkyne National Park--Mournpall Track at Lockie Track	-34.7395533	142.3522375	Adult Female Ð 1		Unspecified	FALSE	FALSE							S283381933					Female photo	Pachycephala rufiventris	rufwhi1	Species	19558		4	1		1687	3000
153265931	Photo	Rufous-breasted Chat-Tyrant	Ochthoeca rufipectoralis			Denis Rivard	2019-04-05	2019	4	5	730	Ecuador	EC-P	Pichincha		Ecoruta (Nono-Tandayapa Road above 2500 m)	-0.0689142	-78.5889065			Unspecified	FALSE	FALSE							S54585490						Ochthoeca rufipectoralis	rbctyr1	Species	17194		3.5	2			
417560771	Photo	Rppell's Starling	Lamprotornis purpuroptera			Denis Rivard	2005-08-12	2005	8	12	1000	Tanzania	TZ-13-SE	Mara	Serengeti	Serengeti NP--Seronera	-2.4370863	34.8130872			Unspecified	FALSE	FALSE							S15379241						Lamprotornis purpuroptera	ruegls1	Species	27949		0	0		2700	4800
551147491	Photo	Saddle-billed Stork	Ephippiorhynchus senegalensis			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Ephippiorhynchus senegalensis	sabsto1	Species	7300		2	1		1688	3000
531515631	Photo	Saddle-billed Stork	Ephippiorhynchus senegalensis			Denis Rivard	2014-09-24	2014	9	24	700	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified									S20314308						Ephippiorhynchus senegalensis	sabsto1	Species	7300		0	0	Watermark	1688	3000
646929470	Photo	Satin Flycatcher	Myiagra cyanoleuca			Denis Rivard	2025-11-20	2025	11	20	1419	Australia	AU-TAS-DER	Tasmania	Derwent Valley	Mount Field National Park--Russell Falls Track	-42.68126	146.71533			Unspecified	FALSE	FALSE							S285253283						Myiagra cyanoleuca	satfly1	Species	20995		0	0		1688	3000
646913558	Photo	Satin Flycatcher	Myiagra cyanoleuca			Denis Rivard	2025-11-19	2025	11	19	740	Australia	AU-TAS-KIN	Tasmania	Kingborough	Inala (restricted access)	-43.3892691	147.2515583	Adult Female Ð 1		Unspecified	FALSE	FALSE							S285114568						Myiagra cyanoleuca	satfly1	Species	20995		0	0		1687	3000
531184941	Photo	Scarlet-chested Sunbird	Chalcomitra senegalensis			Denis Rivard	2014-10-15	2014	10	15	700	Botswana	BW-NW	North-West		Okavango Delta--Moremi GR (Please use more specific locations)	-19.2742025	23.1948853			Unspecified	FALSE	FALSE							S20880227						Chalcomitra senegalensis	sccsun2	Species	30267		3	1		1688	3000
531182341	Photo	Scarlet-chested Sunbird	Chalcomitra senegalensis			Denis Rivard	2014-10-15	2014	10	15	700	Botswana	BW-NW	North-West		Okavango Delta--Moremi GR (Please use more specific locations)	-19.2742025	23.1948853			Unspecified									S20880227						Chalcomitra senegalensis	sccsun2	Species	30267		4	2	Watermark	1688	3000
503704011	Photo	Silver Gull (Silver)	Chroicocephalus novaehollandiae novaehollandiae/forsteri			Denis Rivard	2017-10-15	2017	10	15	1141	Australia	AU-NSW-KIA	New South Wales	Kiama	Kiama Blowhole and Seawatch	-34.6718667	150.8630401		Flying	Unspecified									S39929736						Chroicocephalus novaehollandiae	silgul1	Group	6464		3	1		1688	3000
503658691	Photo	Silver Gull (Silver)	Chroicocephalus novaehollandiae novaehollandiae/forsteri			Denis Rivard	2017-10-19	2017	10	19	1229	Australia	AU-VIC-SGI	Victoria	South Gippsland	Wilsons Promontory National Park--Tidal River	-39.0314926	146.3198447			Unspecified	FALSE	FALSE							S40006040						Chroicocephalus novaehollandiae	silgul1	Group	6464		5	1		1688	3000
477460361	Photo	Silvery Grebe (Andean)	Podiceps occipitalis juninensis			Denis Rivard	2019-04-12	2019	4	12	915	Ecuador	EC-N	Napo		PN Antisana--pradera de los ibis y alrededores	-0.5076124	-78.2327279			Unspecified	FALSE	FALSE							S54867630						Podiceps occipitalis	silgre3	Group	6883		0	0		2262	4021
477460281	Photo	Silvery Grebe (Andean)	Podiceps occipitalis juninensis			Denis Rivard	2019-04-12	2019	4	12	915	Ecuador	EC-N	Napo		PN Antisana--pradera de los ibis y alrededores	-0.5076124	-78.2327279			Unspecified	FALSE	FALSE							S54867630						Podiceps occipitalis	silgre3	Group	6883		0	0		1299	2309
646946656	Photo	Slender-billed Thornbill	Acanthiza iredalei			Denis Rivard	2025-11-03	2025	11	3	758	Australia	AU-SA-MAL	South Australia	Mallala	Port Gawler Conservation Park	-34.66145	138.44661			Unspecified	FALSE	FALSE							S282631617						Acanthiza iredalei	slbtho2	Species	18411		0	0		1687	3000
646946657	Photo	Slender-billed Thornbill	Acanthiza iredalei			Denis Rivard	2025-11-03	2025	11	3	758	Australia	AU-SA-MAL	South Australia	Mallala	Port Gawler Conservation Park	-34.66145	138.44661			Unspecified	FALSE	FALSE							S282631617						Acanthiza iredalei	slbtho2	Species	18411		0	0		1687	3000
646262207	Photo	Slender-billed Thornbill	Acanthiza iredalei			Denis Rivard	2025-11-03	2025	11	3	758	Australia	AU-SA-MAL	South Australia	Mallala	Port Gawler Conservation Park	-34.66145	138.44661			Unspecified	FALSE	FALSE							S282631617						Acanthiza iredalei	slbtho2	Species	18411		0	0		1688	3000
638159290	Photo	Southern Emerald-Toucanet (Santa Marta)	Aulacorhynchus albivitta lautus			Denis Rivard	2025-04-07	2025	4	7	1117	Colombia	CO-MAG	Magdalena		RNA Proaves El Dorado--Sendero Giles	11.1001814	-74.0720623			Unspecified									S223736823						Aulacorhynchus albivitta	emetou6	Group	10846		3	1	Watermark	1688	3000
638158784	Photo	Southern Emerald-Toucanet (Santa Marta)	Aulacorhynchus albivitta lautus			Denis Rivard	2025-04-07	2025	4	7	1117	Colombia	CO-MAG	Magdalena		RNA Proaves El Dorado--Sendero Giles	11.1001814	-74.0720623			Unspecified	FALSE	FALSE							S223736823						Aulacorhynchus albivitta	emetou6	Group	10846		3	1		1687	3000
563202371	Photo	Southern Gray-headed Sparrow	Passer diffusus			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Passer diffusus	sghspa2	Species	31593		3	2		1688	3000
